"Id","Label","locations_modern_state","locations_modern_province","locations_lat","locations_lng"
"geisenfeld_abbey_DE_gid_unknown","Geisenfeld Abbey","Germany","Bavaria","48.6833","11.6135"
"genève_CH_gid_2660646","Geneva","Switzerland","Geneva","46.20222","6.14569"
"gmunden_AT_gid_2778436","Gmunden","Austria","Upper Austria","47.91839","13.79933"
"göppingen_DE_gid_2919054","Göppingen","Germany","Baden-Wurttemberg","48.70354","9.65209"
"granada_ES_gid_2517117","Granada","Spain","Andalusia","37.18817","-3.60667"
"graz_AT_gid_2778067","Graz","Austria","Styria","47.06667","15.45"
"haguenau_FR_gid_3014078","Haguenau","France","Grand Est","48.81557","7.79051"
"hall_in_tirol_AT_gid_2764958","Hall in Tirol","Austria","Tyrol","47.28333","11.51667"
"herford_DE_gid_2906121","Herford","Germany","North Rhine-Westphalia","52.11457","8.67343"
"hilpoltstein_DE_gid_2904638","Hilpoltstein","Germany","Bavaria","49.19047","11.1906"
"hollfeld_DE_gid_2900453","Hollfeld","Germany","Bavaria","49.93793","11.29153"
"ingolstadt_DE_gid_2895992","Ingolstadt","Germany","Bavaria","48.76508","11.42372"
"innsbruck_AT_gid_2775220","Innsbruck","Austria","Tyrol","47.26266","11.39454"
"jena_DE_gid_2895044","Jena","Germany","Thuringia","50.92878","11.5899"
"kalbensteinberg_DE_gid_2893928","Kalbensteinberg","Germany","Bavaria","49.17645","10.84607"
"kirchehrenbach_DE_gid_2890592","Kirchehrenbach","Germany","Bavaria","49.73333","11.15"
"kitzingen_DE_gid_2890158","Kitzingen","Germany","Bavaria","49.73973","10.15072"
"kloster_georgenthal_DE_gid_unknown","Kloster Georgenthal","Germany","Thuringia","50.828889","10.659167"
"kollegiatstift_st_viktor_DE_gid_unknown","Kollegiatstift St. Viktor","Germany","Rheinland-Pfalz","49.982778","8.303056"
"köln_DE_gid_2886242","Cologne","Germany","North Rhine-Westphalia","50.93333","6.95"
"königstein_DE_gid_2885765","Königstein","Germany","Bavaria","49.60854","11.63143"
"kornburg_DE_gid_2885443","Kornburg","Germany","Bavaria","49.35521","11.09885"
"langenburg_DE_gid_2881128","Langenburg","Germany","Baden-Wurttemberg","49.25401","9.85673"
"lauf_an_der_pegnitz_DE_gid_2880144","Lauf an der Pegnitz","Germany","Bavaria","49.51386","11.28247"
"leipzig_DE_gid_2879139","Leipzig","Germany","Saxony","51.33962","12.37129"
"leuven_BE_gid_2792482","Leuven","Belgium","Flanders","50.87959","4.70093"
"lichtenau_DE_gid_8629617","Lichtenau","Germany","Bavaria","49.27746","10.68674"
"lindau_DE_gid_2877550","Lindau","Germany","Bavaria","47.54612","9.68431"
"linz_AT_gid_2772400","Linz","Austria","Upper Austria","48.30639","14.28611"
"mainz_DE_gid_2874225","Mainz","Germany","Rheinland-Pfalz","49.98419","8.2791"
"marienburg_abbey_DE_gid_unknown","Marienburg Abbey","Germany","Bavaria","49.235","10.965278"
"marienstein_abbey_DE_gid_unknown","Marienstein Abbey","Germany","Bavaria","48.893","11.163"
"milano_IT_gid_3173435","Milan","Italy","Lombardy","45.46427","9.18951"
"mirandola_IT_gid_3173370","Mirandola","Italy","Emilia-Romagna","44.88515","11.06902"
"monastery_rebdorf_DE_gid_unknown","Monastery Rebdorf","Germany","Bavaria","48.8881","11.1676"
"munich_DE_gid_2867714","Munich","Germany","Bavaria","48.13743","11.57549"
"neuburg_an_der_donau_DE_gid_2866070","Neuburg an der Donau","Germany","Bavaria","48.73218","11.18709"
"neuenstein_DE_gid_2865557","Neuenstein","Germany","Baden-Wurttemberg","49.2049","9.58"
"neumarkt_in_der_oberpfalz_DE_gid_2864549","Neumarkt in der Oberpfalz","Germany","Bavaria","49.28028","11.46278"
"neunhof_DE_gid_2864443","Neunhof","Germany","Bavaria","49.55495","11.23017"
"nördlingen_DE_gid_2861914","Nördlingen","Germany","Bavaria","48.85122","10.48868"
"nürnberg_DE_gid_2861650","Nuremberg","Germany","Bavaria","49.45421","11.07752"
"nürnberg_katharinenkloster_DE_gid_unknown","Katharinenkloster Nürnberg","Germany","Bavaria","49.451667","11.081944"
"nürnberg_klarissenkloster_st_klara_DE_gid_unknown","Klarissenkloster St. Klara","Germany","Bavaria","49.4486","11.0794"
"oleśnica_PL_gid_3090170","Oleśnica","Poland","Lower Silesia","51.21338","17.38986"
"orléans_FR_gid_2989317","Orléans","France","Centre-Val de Loire","47.90289","1.90389"
"padova_IT_gid_3171728","Padua","Italy","Veneto","45.40797","11.88586"
"palencia_ES_gid_3114531","Palencia","Spain","Castille and León","42.00955","-4.52406"
"pamplona_ES_gid_3114472","Pamplona","Spain","Navarre","42.81687","-1.64323"
"passau_DE_gid_2855328","Passau","Germany","Bavaria","48.5665","13.43122"
"pavia_IT_gid_3171366","Pavia","Italy","Lombardy","45.19205","9.15917"
"pfunds_AT_gid_2768905","Pfunds","Austria","Tyrol","46.96667","10.55"
"pillenreuth_abbey_DE_gid_unknown","Pillenreuth Abbey","Germany","Bavaria","49.3792","11.0781"
"prague_CZ_gid_3067696","Prague","Czech Republic","Hlavní město Praha","50.08804","14.42076"
"ravensburg_DE_gid_2849802","Ravensburg","Germany","Baden-Wurttemberg","47.78198","9.61062"
"regensburg_DE_gid_2849483","Regensburg","Germany","Bavaria","49.01513","12.10161"
"roding_DE_gid_2845924","Roding","Germany","Bavaria","49.19426","12.51956"
"rome_IT_gid_3169070","Rome","Italy","Lazio","41.89193","12.51133"
"salzburg_AT_gid_2766824","Salzburg","Austria","Salzburg","47.79941","13.04399"
"schloss_münchsdorf_DE_gid_unknown","Schloss Münchsdorf","Germany","Bavaria","48.588261","12.903188"
"schloss_schillingsfürst_DE_gid_unknown","Schloss Schillingsfürst","Germany","Bavaria","49.289997","10.257241"
"schloss_schwarzenberg_bei_scheinfeld_DE_gid_unknown","Schloss Schwarzenberg (Scheinfeld)","Germany","Bavaria","49.671848","10.473292"
"schloss_schwarzenburg_gid_unknown","Schloß Schwarzenburg","Germany","Bavaria","49.354251","12.490547"
"schwabach_DE_gid_2835537","Schwabach","Germany","Bavaria","49.33047","11.02346"
"schwäbisch_hall_DE_gid_2835481","Schwäbisch Hall","Germany","Baden-Wurttemberg","49.11127","9.73908"
"sélestat_FR_gid_2975233","Sélestat","France","Grand Est","48.26667","7.45"
"sevilla_ES_gid_2510911","Seville","Spain","Andalusia","37.38283","-5.97317"
"siena_IT_gid_3166548","Siena","Italy","Tuscany","43.31822","11.33064"
"solothurn_CH_gid_2658564","Solothurn","Switzerland","Solothurn","47.20791","7.53714"
"strasbourg_FR_gid_2973783","Strasbourg","France","Grand Est","48.58342","7.74296"
"stuttgart_DE_gid_2825297","Stuttgart","Germany","Baden-Wurttemberg","48.78232","9.17702"
"toledo_ES_gid_2510409","Toledo","Spain","Castille-La Mancha","39.8581","-4.02263"
"torgau_DE_gid_2821807","Torgau","Germany","Saxony","51.56016","12.99617"
"toulouse_FR_gid_2972315","Toulouse","France","Occitanie","43.60426","1.44367"
"tours_FR_gid_2972191","Tours","France","Centre-Val de Loire","47.38333","0.68333"
"trento_IT_gid_3165243","Trento","Italy","Trentino-Alto Adige","46.06787","11.12108"
"trier_DE_gid_2821164","Trier","Germany","Rheinland-Pfalz","49.75565","6.63935"
"tübingen_DE_gid_2820860","Tübingen","Germany","Baden-Wurttemberg","48.52266","9.05222"
"ulm_DE_gid_2820256","Ulm","Germany","Baden-Wurttemberg","48.39841","9.99155"
"valladolid_ES_gid_3106672","Valladolid","Spain","Castille and León","41.65518","-4.72372"
"venice_IT_gid_3164603","Venice","Italy","Veneto","45.43713","12.33265"
"vienna_AT_gid_2761369","Vienna","Austria","Vienna","48.20849","16.37208"
"waischenfeld_DE_gid_2815297","Waischenfeld","Germany","Bavaria","49.84645","11.3481"
"weil_der_stadt_DE_gid_2812625","Weil der Stadt","Germany","Baden-Wurttemberg","48.74953","8.87176"
"weinsberg_DE_gid_2812158","Weinsberg","Germany","Baden-Wurttemberg","49.15127","9.28762"
"weißenburg_in_bayern_DE_gid_2811909","Weißenburg in Bayern","Germany","Bavaria","49.03095","10.97221"
"wertheim_DE_gid_2810716","Wertheim am Main","Germany","Baden-Wurttemberg","49.759","9.50852"
"wiener_neustadt_AT_gid_2761353","Wiener Neustadt","Austria","Lower Austria","47.8","16.25"
"wiesensteig_DE_gid_2809214","Wiesensteig","Germany","Baden-Wurttemberg","48.56127","9.6254"
"wildberg_DE_gid_2809013","Wildberg","Germany","Baden-Wurttemberg","48.62336","8.74518"
"wittenberg_DE_gid_7303020","Wittenberg","Germany","Saxony-Anhalt","51.8661","12.64973"
"wrocław_PL_gid_3081368","Wroclaw","Poland","Lower Silesia","51.1","17.03333"
"würzburg_DE_gid_2805615","Würzburg","Germany","Bavaria","49.79391","9.95121"
"zeil_DE_gid_2805008","Zeil","Germany","Bavaria","50.00986","10.5947"
"zürich_CH_gid_2657896","Zurich","Switzerland","Zurich","47.36667","8.55"
