"Id"	"letter_no_in_edition"	"sender_id"	"sender_as_marked"	"sender_inferred"	"sender_uncertain"	"recipient_id"	"recipient_as_marked"	"recipient_inferred"	"recipient_uncertain"	"label"	"send_date_year1"	"send_date_month1"	"send_date_day1"	"send_date_computable1"	"send_date_has_range"	"send_date_year2"	"send_date_month2"	"send_date_day2"	"send_date_computable2"	"send_date_as_marked"	"send_date_inferred"	"send_date_approx"	"send_date_uncertain"	"Source"	"source_loc_as_marked"	"source_loc_inferred"	"source_loc_uncertain"	"Target"	"target_loc_as_marked"	"target_loc_inferred"	"target_loc_uncertain"	"letter_language"	"letter_type_genus"	"letter_type_x_to_x"	"further_annotation"
"era_cwe_409"	"389 [Pirckheimer BW] // 409 [CWE]"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"erasmus_desiderius_viaf_95982394"	"Desiderius Erasmus"	"0"	"0"	"P. an Desiderius Erasmus"	"1516"	"05"	"20"	"1516-05-20"	"0"	"1516"	"05"	"20"	"1516-05-20"	"20. Mai 1516"	"0"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"0"	"0"	"antwerpen_BE_gid_2803138"	"Antwerpen"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"era_cwe_527"	"418 [Pirckheimer BW] // 527 [CWE]"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"erasmus_desiderius_viaf_95982394"	"Desiderius Erasmus"	"0"	"0"	"P. an Desiderius Erasmus"	"1517"	"02"	NULL	"1517-02-01"	"1"	"1517"	"02"	NULL	"1517-02-28"	"<Februar 1517>"	"1"	"1"	"1"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"antwerpen_BE_gid_2803138"	"Antwerpen"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"era_cwe_555"	"426 [Pirckheimer BW] // 555 [CWE]"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"erasmus_desiderius_viaf_95982394"	"Desiderius Erasmus"	"0"	"0"	"P. an Desiderius Erasmus"	"1517"	"03"	"20"	"1517-03-20"	"0"	"1517"	"03"	"20"	"1517-03-20"	"20. März 1517"	"0"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"0"	"0"	"antwerpen_BE_gid_2803138"	"Antwerpen"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"era_cwe_685"	"473 [Pirckheimer BW] // 685 [CWE]"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"erasmus_desiderius_viaf_95982394"	"Desiderius Erasmus"	"0"	"0"	"P. an Desiderius Erasmus"	"1517"	"10"	NULL	"1517-10-03"	"1"	"1517"	"10"	NULL	"1517-10-09"	"<bald nach 2. Okt.> 1517"	"1"	"1"	"1"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"leuven_BE_gid_2792482"	"Leuven"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"era_cwe_747"	"505 [Pirckheimer BW] // 747 [CWE]"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"erasmus_desiderius_viaf_95982394"	"Desiderius Erasmus"	"0"	"0"	"P. an Desiderius Erasmus"	"1517"	"12"	"31"	"1517-12-31"	"0"	"1517"	"12"	"31"	"1517-12-31"	"31. Dezember 1517"	"0"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"0"	"0"	"leuven_BE_gid_2792482"	"Leuven"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"wpirck_bw_1"	"1"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"pirckheimer_johannes_viaf_45097499"	"Hans Pirckheimer"	"0"	"0"	"Pirckheimer an seinen Vater Dr. Hans Pirckheimer. Lat. Orig. Mit 4 Exkursen. Padua, 4.5.1491"	"1491"	"05"	"04"	"1491-05-04"	"0"	"1491"	"05"	"04"	"1491-05-04"	"4.5.1491"	"0"	"0"	"0"	"padova_IT_gid_3171728"	"Padua"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"wpirck_bw_1037"	"1037"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"oecolampadius_johann_viaf_56634092"	"Johannes Oecolampadius"	"0"	"0"	"P. an Johannes Oecolampadius. Lat. Reinschr.
Nürnberg, 22. Juni 1526"	"1526"	"06"	"22"	"1526-06-22"	"0"	"1526"	"06"	"22"	"1526-06-22"	"22. Juni 1526"	"0"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"0"	"0"	"basel_CH_gid_2661604"	"Basel"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"wpirck_bw_1046"	"1046"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"bild_veit_viaf_42582972"	"Veit Bild"	"0"	"0"	"P. an Veit Bild. Lat. Abschr.
Nürnberg, 30. Juli 1526"	"1526"	"07"	"30"	"1526-07-30"	"0"	"1526"	"07"	"30"	"1526-07-30"	"30. Juli 1526"	"0"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"0"	"0"	"augsburg_DE_gid_2954172"	"Augsburg"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"wpirck_bw_1051"	"1051"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"imhoff_andreas_viaf_25371459"	"Endres Imhoff"	"0"	"0"	"P. an Endres Imhoff. Dt. Konz.
<Nürnberg, frühestens September 1526>"	"1526"	NULL	NULL	"1526-09-01"	"1"	NULL	NULL	NULL	"1527-05-05"	"<frühestens September 1526>"	"1"	"0"	"1"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"1"	"1"	"german"	"familiar letter"	"letter_1_to_1"	"for the end of the date range cf. Pirckheimer BW VI, p. 200"
"wpirck_bw_1063"	"1063"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"nürnberg_town_council_of_viaf_not_applicable"	"Rat der Stadt Nürnberg"	"0"	"0"	"P. für das Klarakloster, Bittschrift an den
Nürnberger Rat. Dt. Abschr. <Nürnberg, bald nach 21. Oktober 1526>"	"1526"	"10"	NULL	"1526-10-22"	"1"	"1526"	"10"	NULL	"1526-10-29"	"<bald nach 21. Oktober 1526>"	"1"	"1"	"0"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"1"	"1"	"german"	"familiar letter"	"letter_1_to_1"	"Willibald Pirckheimer schreibt für das Klarakloster"
"wpirck_bw_1070"	"1070"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"oecolampadius_johann_viaf_56634092"	"Johannes Oecolampadius"	"0"	"0"	"P., Vorrede zu „De vera Christi carne ...
Responsio secunda"" an Joh. Oecolampadius,
an alle, die in Christus leben wollen. Lat. Druck.
<Nürnberg, vor 15. Dezember 1526> "	"1526"	NULL	NULL	"1526-06-21"	"1"	NULL	NULL	NULL	"1526-12-14"	"<vor 15. Dezember 1526> "	"1"	"0"	"1"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"basel_CH_gid_2661604"	"Basel"	"1"	"1"	"latin"	"prefatory letter"	"letter_1_to_1"	"as for the beginning of the date range, cf. Ep. 1036"
"wpirck_bw_1071"	"1071"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"hummelberger_michael_viaf_287885872"	"Michael Hummelberg"	"0"	"0"	"P. an Michael Hummelberg. Lat. Abschr.
Nürnberg, 15. Dezember 1526"	"1526"	"12"	"15"	"1526-12-15"	"0"	"1526"	"12"	"15"	"1526-12-15"	"15. Dezember 1526"	"0"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"0"	"0"	"ravensburg_DE_gid_2849802"	"Ravensburg"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"wpirck_bw_1077"	"1077"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"cuspinianus_johannes_viaf_56145857800523020145"	"Johannes Cuspinianus"	"0"	"0"	"P. an Johannes Cuspinianus. Lat. Konz.
<Nürnberg, Mitte Januar 1527>"	"1527"	"01"	NULL	"1527-01-10"	"1"	"1527"	"01"	NULL	"1527-01-20"	"<Mitte Januar 1527>"	"1"	"0"	"0"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"vienna_AT_gid_2761369"	"Vienna"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"wpirck_bw_1083"	"1083"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"hummelberger_michael_viaf_287885872"	"<Michael Hummelberg>"	"1"	"0"	"P. an <Michael Hummelberg>. Lat. Konz.
<Nürnberg, ab Mitte Februar 1527>"	"1527"	NULL	NULL	"1527-02-14"	"1"	NULL	NULL	NULL	"1527-07-31"	"<ab Mitte Februar 1527>"	"1"	"0"	"0"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"ravensburg_DE_gid_2849802"	"Ravensburg"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	"recipient added by editors // for the end of the date range cf. Pirckheimer BW VI, p 274"
"wpirck_bw_1084"	"1084"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"volckamer_clemens_viaf_10624711"	"Clemens Volckamer"	"0"	"0"	"P. an Clemens Volckamer. Lat. Konz.
<Nürnberg, ab Mitte Februar 1527>"	"1527"	NULL	NULL	"1527-02-14"	"1"	NULL	NULL	NULL	"1527-07-31"	"<ab Mitte Februar 1527>"	"1"	"0"	"0"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	"for the end of the date range cf. Pirckheimer BW VI, p 274"
"wpirck_bw_1096"	"1096"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"bild_veit_viaf_42582972"	"Veit Bild"	"0"	"0"	"P. an Veit Bild. Lat. Abschr.
Nürnberg, 19. März 1527"	"1527"	"03"	"19"	"1527-03-19"	"0"	"1527"	"03"	"19"	"1527-03-19"	"19. März 1527"	"0"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"0"	"0"	"augsburg_DE_gid_2954172"	"Augsburg"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"wpirck_bw_1100"	"1100"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"spalatin_georg_viaf_240011410"	"Georg Spalatin"	"0"	"0"	"P. an Georg Spalatin. Lat. Abschr.
<Nürnberg>, 8. April 1527"	"1527"	"04"	"08"	"1527-04-08"	"0"	"1527"	"04"	"08"	"1527-04-08"	"8. April 1527"	"0"	"0"	"0"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"altenburg_DE_gid_2957773"	"Altenburg"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"wpirck_bw_1115"	"1115"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"sauermann_georg_viaf_49957282"	"<Georg Sauermann>"	"1"	"0"	"P. an <Georg Sauermann>. Lat. Konz.
<Nürnberg, frühestens Juni 1527>"	"1527"	NULL	NULL	"1527-06-01"	"1"	NULL	NULL	NULL	"1527-12-31"	"<frühestens Juni 1527>"	"1"	"0"	"1"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"rome_IT_gid_3169070"	"Rome"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	"for the end of the date range, 1527 appears plausible"
"wpirck_bw_1124"	"1124"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"montanus_jakob_viaf_52459266"	"Jakob Montanus"	"0"	"0"	"P. an Jakob Montanus. Lat. Konz.
<Nürnberg, Mitte Juli 1527>"	"1527"	"07"	NULL	"1527-07-10"	"1"	"1527"	"07"	NULL	"1527-07-20"	"<Mitte Juli 1527>"	"1"	"1"	"0"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"herford_DE_gid_2906121"	"Herford"	"0"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"wpirck_bw_1127"	"1127"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"dürer_albrecht_viaf_54146999"	"Albrecht Dürer"	"0"	"0"	"P., Widmungsvorrede zu Theophrast, „Charaktere"",
an Albrecht Dürer. Lat. Konz. Druck.
Nürnberg, 1. September 1527"	"1527"	"09"	"01"	"1527-09-01"	"0"	"1527"	"09"	"01"	"1527-09-01"	"1. September 1527"	"0"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"1"	"1"	"latin"	"dedicatory letter"	"letter_1_to_1"	""
"wpirck_bw_1142"	"1142"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"pirckheimer_sabina_viaf_100506400"	"Sabina Pirckheimer"	"0"	"0"	"P. <für Barbara Straub an Sabina Pirckheimer>. Dt. Konz.
Nürnberg, <4./5. Dezember> 1527"	"1527"	"12"	"04"	"1527-12-04"	"1"	"1527"	"12"	"05"	"1527-12-05"	"<4./5. Dezember> 1527"	"1"	"1"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"0"	"0"	"bergen_abbey_DE_gid_unknown"	"Kloster Bergen"	"1"	"1"	"german"	"familiar letter"	"letter_1_to_1"	"Willibald Pirckheimer schreibt für Barbara Straub"
"wpirck_bw_1145"	"1145"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"bild_veit_viaf_42582972"	"Veit Bild"	"0"	"0"	"P. an Veit Bild. Lat. Abschr.
Nürnberg, 19. Dezember 1527"	"1527"	"12"	"19"	"1527-12-19"	"0"	"1527"	"12"	"19"	"1527-12-19"	"19. Dezember 1527"	"0"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"0"	"0"	"augsburg_DE_gid_2954172"	"Augsburg"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"wpirck_bw_1151"	"1151"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"bild_veit_viaf_42582972"	"Veit Bild"	"0"	"0"	"P. an Veit Bild. Lat. Abschr.
Nürnberg, 5. Februar 1528"	"1528"	"02"	"05"	"1528-02-05"	"0"	"1528"	"02"	"05"	"1528-02-05"	"5. Februar 1528"	"0"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"0"	"0"	"augsburg_DE_gid_2954172"	"Augsburg"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"wpirck_bw_1162"	"1162"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"varnbüler_ulrich_viaf_57691488"	"Ulrich <Varnbühler>"	"1"	"0"	"P. an Ulrich <Varnbühler>. Lat. Autogr.
<Nürnberg, nach 6. April 1528>"	"1528"	NULL	NULL	"1528-04-07"	"1"	"1528"	"04"	NULL	"1528-04-20"	"<nach 6. April 1528>"	"1"	"0"	"1"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"speyer_DE_gid_2830582"	"Speyer"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	"recipient added by editors // for the date range cf. Pirckheimer BW VII, p. 48"
"wpirck_bw_1163"	"1163"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"maier_bartholomaeus_viaf_unknown"	"<Bartholomaeus Maier>"	"1"	"0"	"P. an <Bartholomaeus Maier>. Lat. Autogr.
<Nürnberg, nach Mitte April 1528>"	"1528"	NULL	NULL	"1528-04-16"	"1"	"1528"	NULL	NULL	"1528-04-28"	"<nach Mitte April 1528>"	"1"	"0"	"1"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"bergen_abbey_DE_gid_unknown"	"Bergen Abbey"	"0"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	"a terminus ante quem is established by Ep. 1166"
"wpirck_bw_1164"	"1164"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"bild_veit_viaf_42582972"	"Veit Bild"	"0"	"0"	"P. an Veit Bild. Lat. Abschr.
Nürnberg, 22. April 1528"	"1528"	"04"	"22"	"1528-04-22"	"0"	"1528"	"04"	"22"	"1528-04-22"	"22. April 1528"	"0"	"0"	"0"	"nürnberg_DE_gid_2861650"	"Nürnberg"	"0"	"0"	"augsburg_DE_gid_2954172"	"Augsburg"	"1"	"1"	"latin"	"familiar letter"	"letter_1_to_1"	""
"wpirck_bw_1173ck1"	"1173"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"pirckheimer_caritas_die_ältere_viaf_41848634"	"Pirckheimers Schwestern und Töchter im Kloster"	"0"	"0"	"P., Widmungsepistel zu Gregor von Nazianz,
Zwei Reden gegen Kaiser Julian, an seine
Schwestern und Töchter im Kloster. Lat. Autogr.
<Nürnberg, Mai 1528>"	"1528"	"05"	NULL	"1528-05-01"	"1"	"1528"	"05"	NULL	"1528-05-31"	"<Mai 1528>"	"1"	"0"	"0"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"nürnberg_klarissenkloster_st_klara_DE_gid_unknown"	"Nürnberg, St. Klara"	"1"	"1"	"latin"	"dedicatory letter"	"letter_1_to_n"	"multiple recipients"
"wpirck_bw_1173ck2"	"1173"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"pirckheimer_caritas_die_jüngere_viaf_1024145858287223022794"	"Pirckheimers Schwestern und Töchter im Kloster"	"0"	"0"	"P., Widmungsepistel zu Gregor von Nazianz,
Zwei Reden gegen Kaiser Julian, an seine
Schwestern und Töchter im Kloster. Lat. Autogr.
<Nürnberg, Mai 1528>"	"1528"	"05"	NULL	"1528-05-01"	"1"	"1528"	"05"	NULL	"1528-05-31"	"<Mai 1528>"	"1"	"0"	"0"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"bergen_abbey_DE_gid_unknown"	"Kloster Bergen"	"1"	"1"	"latin"	"dedicatory letter"	"letter_1_to_n"	"multiple recipients"
"wpirck_bw_1173ck3"	"1173"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"pirckheimer_eufemia_viaf_100506353"	"Pirckheimers Schwestern und Töchter im Kloster"	"0"	"0"	"P., Widmungsepistel zu Gregor von Nazianz,
Zwei Reden gegen Kaiser Julian, an seine
Schwestern und Töchter im Kloster. Lat. Autogr.
<Nürnberg, Mai 1528>"	"1528"	"05"	NULL	"1528-05-01"	"1"	"1528"	"05"	NULL	"1528-05-31"	"<Mai 1528>"	"1"	"0"	"0"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"bergen_abbey_DE_gid_unknown"	"Kloster Bergen"	"1"	"1"	"latin"	"dedicatory letter"	"letter_1_to_n"	"multiple recipients"
"wpirck_bw_1173ck4"	"1173"	"pirckheimer_willibald_viaf_27173507"	"Willibald Pirckheimer"	"0"	"0"	"pirckheimer_katharina_die_ältere_viaf_17967599"	"Pirckheimers Schwestern und Töchter im Kloster"	"0"	"0"	"P., Widmungsepistel zu Gregor von Nazianz,
Zwei Reden gegen Kaiser Julian, an seine
Schwestern und Töchter im Kloster. Lat. Autogr.
<Nürnberg, Mai 1528>"	"1528"	"05"	NULL	"1528-05-01"	"1"	"1528"	"05"	NULL	"1528-05-31"	"<Mai 1528>"	"1"	"0"	"0"	"nürnberg_DE_gid_2861650"	"<Nürnberg>"	"1"	"0"	"geisenfeld_abbey_DE_gid_unknown"	"Kloster Geisenfeld"	"1"	"1"	"latin"	"dedicatory letter"	"letter_1_to_n"	"multiple recipients"
