"Id","letter_no_in_edition","sender_id","sender_inferred","sender_uncertain","recipient_id","recipient_inferred","recipient_uncertain","Label","send_date_year1","send_date_computable1","send_date_has_range","send_date_year2","send_date_computable2","send_date_inferred","send_date_approx","send_date_uncertain","Source","source_loc_inferred","source_loc_uncertain","Target","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x"
"era_cwe_472","472 [CWE] // 472 [ALLEN]","cacec994-3346-4081-bd41-7c3dd391e8e3","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","472 From Josse Bade Paris, 29 September 1516 [CWE]","1516","1516-09-29","0","1516","1516-09-29","0","0","0","paris_FR_gid_2988507","0","0","antwerpen_BE_gid_2803138","1","0","latin","familiar letter","letter_1_to_1"
"gbudé_gueudet_bibl_802","Geuudet App. Bibl. 802","cacec994-3346-4081-bd41-7c3dd391e8e3","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","De Josse Bade, Paris, 22 novembre 1511","1511","1511-11-21","0","1511","1511-11-21","0","0","0","paris_FR_gid_2988507","0","0","paris_FR_gid_2988507","1","0","latin","dedicatory letter","letter_1_to_1"
"era_cwe_1045","1045 [CWE] // 1045 [ALLEN]","4de6dad8-84ae-4acd-9b76-0e2064602f71","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1045 From Germain de Brie Paris, [c December] 1519 [CWE]","1519","1519-12-01","1","1519","1519-12-31","1","1","0","paris_FR_gid_2988507","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1733","1733 [CWE] // 1733 [ALLEN]","4de6dad8-84ae-4acd-9b76-0e2064602f71","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1733 From Germain de Brie Gentilly, 11 August 1526 [CWE]","1526","1526-08-11","0","1526","1526-08-11","0","0","0","gentilly_FR_gid_3016292","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1817","1817 [CWE] // 1817 [ALLEN]","4de6dad8-84ae-4acd-9b76-0e2064602f71","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1817 From Germain de Brie Paris, 10 May 1527 [CWE]","1527","1527-05-10","0","1527","1527-05-10","0","0","0","paris_FR_gid_2988507","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2021","2021 [CWE] // 2021 [ALLEN]","4de6dad8-84ae-4acd-9b76-0e2064602f71","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2021 From Germain de Brie Gentilly, 12 August 1528 [CWE]","1528","1528-08-12","0","1528","1528-08-12","0","0","0","gentilly_FR_gid_3016292","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2340","2340 [CWE] // 2340 [ALLEN]","4de6dad8-84ae-4acd-9b76-0e2064602f71","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2340 From Germain de Brie [?], 6 July 1530 [CWE]","1530","1530-07-06","0","1530","1530-07-06","0","0","0","unknown_location_XX_gid_unknown","0","1","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2405","2405 [CWE] // 2405 [ALLEN]","4de6dad8-84ae-4acd-9b76-0e2064602f71","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2405 From Germain de Brie From the court [Blois], 8 November 1530 [CWE]","1530","1530-11-08","0","1530","1530-11-08","0","0","0","blois_FR_gid_3032213","1","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2727","2727 [CWE] // 2727 [ALLEN]","4de6dad8-84ae-4acd-9b76-0e2064602f71","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2727 From Germain de Brie Paris, 1 October 1532 [CWE]","1532","1532-10-01","0","1532","1532-10-01","0","0","0","paris_FR_gid_2988507","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_569","569 [CWE] // 569 [ALLEN]","4de6dad8-84ae-4acd-9b76-0e2064602f71","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","569 From Germain de Brie Paris, 6 April 1517 [CWE]","1517","1517-04-06","0","1517","1517-04-06","0","0","0","paris_FR_gid_2988507","0","0","antwerpen_BE_gid_2803138","1","0","latin","familiar letter","letter_1_to_1"
"gbudé_lg_7","7 [Lavois/Galibois]","4de6dad8-84ae-4acd-9b76-0e2064602f71","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","Ep 7 De Brie à Budé. Paris, 20 décembre 1520 [Budé lettres grecques]","1520","1520-12-20","0","1520","1520-12-20","0","0","0","paris_FR_gid_2988507","0","0","blois_FR_gid_3032213","1","0","greek","familiar letter","letter_1_to_1"
"gbudé_lg_9","9 [Lavois/Galibois]","4de6dad8-84ae-4acd-9b76-0e2064602f71","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","Ep 9 De Brie à Budé. Paris, 31 janvier 1521 [Budé lettres grecques]","1521","1521-01-31","0","1521","1521-01-31","0","0","0","paris_FR_gid_2988507","0","0","romorantin_lanthenay_FR_gid_2982967","1","0","greek","familiar letter","letter_1_to_1"
"era_cwe_523","523 [CWE] // 523 [ALLEN]","96b34928-b9ad-4622-a9e5-2bc06a5895ef","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","523 From Guillaume Cop Paris, 6 February [1517] [CWE]","1517","1517-02-06","0","1517","1517-02-06","1","0","0","paris_FR_gid_2988507","0","0","brussels_BE_gid_2800866","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_494","494 [CWE] // 494 [ALLEN]","10f58e5e-e43a-405e-901a-3633cbf82bc9","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","494 From François Deloynes Paris [c 25 November 1516] [CWE]","1516","1516-11-25","0","1516","1516-11-25","1","1","0","paris_FR_gid_2988507","0","0","brussels_BE_gid_2800866","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1375","1375 [CWE] // 1375 [ALLEN]","702846d2-4b22-4fc3-90f2-ae30d88d23c5","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1375 From Francis I Saint-Germain-en-Laye, 7 July [1523] [CWE]","1523","1523-07-07","0","1523","1523-07-07","1","0","0","saint_germain_en_laye_FR_gid_2979783","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_315","315 [CWE] // 315 [ALLEN]","cf3972c3-9700-467a-be0e-d8b2ed95486c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","315 From Jacques Lefèvre d'Etaples Saint Germain des Prés, Paris, 23 October [1514] [CWE]","1514","1514-10-23","0","1514","1514-10-23","1","0","0","saint_germain_des_près_FR_gid_6693610","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"gbudé_gueudet_bibl_816a","Geuudet App. Bibl. 816","cf3972c3-9700-467a-be0e-d8b2ed95486c","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","De Jacques Lefèvre d’Etaples, Paris, 1er octobre 1505","1505","1505-10-01","0","1505","1505-10-01","0","0","0","paris_FR_gid_2988507","0","0","paris_FR_gid_2988507","1","0","latin","dedicatory letter","letter_1_to_1"
"gbudé_gueudet_bibl_816b","Geuudet App. Bibl. 816","cf3972c3-9700-467a-be0e-d8b2ed95486c","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","De Jacques Lefèvre d’Etaples, s.l., n.d.","NULL","NULL","1","1497","1497-04-11","0","0","0","paris_FR_gid_2988507","1","0","unknown_location_in_france_FR_gid_unknown","1","0","latin","dedicatory letter","letter_1_to_1"
"gbudé_gueudet_bibl_816c","Geuudet App. Bibl. 816","cf3972c3-9700-467a-be0e-d8b2ed95486c","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","De Jacques Lefèvre d’Etaples, s.l., n.d. [avant le 18 mars 1505]","NULL","NULL","1","1505","1505-03-17","1","0","0","paris_FR_gid_2988507","1","0","unknown_location_in_france_FR_gid_unknown","1","0","latin","prefatory letter","letter_1_to_1"
"era_cwe_1367","1367 [CWE] // 1367 [ALLEN]","0f7bc43b-c60d-4261-a19a-e1e559dc8873","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1367 From Cuthbert Tunstall London, 5 June 1523 [CWE]","1523","1523-06-05","0","1523","1523-06-05","0","0","0","london_GB_gid_2643743","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2226","2226 [CWE] // 2226 [ALLEN]","0f7bc43b-c60d-4261-a19a-e1e559dc8873","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2226 From Cuthbert Tunstall London, 24 October 1529 [CWE]","1529","1529-10-24","0","1529","1529-10-24","0","0","0","london_GB_gid_2643743","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_572","572 [CWE] // 572 [ALLEN]","0f7bc43b-c60d-4261-a19a-e1e559dc8873","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","572 From Cuthbert Tunstall Antwerp, 22 April [1517] [CWE]","1517","1517-04-22","0","1517","1517-04-22","1","0","0","antwerpen_BE_gid_2803138","0","0","antwerpen_BE_gid_2803138","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_663","663 [CWE] // 663 [ALLEN]","0f7bc43b-c60d-4261-a19a-e1e559dc8873","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","663 From Cuthbert Tunstall Bruges, 14 September [1517] [CWE]","1517","1517-09-14","0","1517","1517-09-14","1","0","0","brugge_BE_gid_2800931","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwealien_571","571 [CWE]","0f7bc43b-c60d-4261-a19a-e1e559dc8873","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","Letter From Cuthbert Tunstall to Guillaume Budé [CWE]","1517","1517-04-01","1","1517","1517-04-21","1","0","0","antwerpen_BE_gid_2803138","1","0","paris_FR_gid_2988507","1","0","latin","familiar letter","letter_1_to_1"
"gbudé_lg_25","25 [Lavois/Galibois]","fa8b4f44-551f-4cc6-a4f7-d5fb957064ae","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","Ep 25 Lascaris à Budé. Milan, 13 janvier [1510] [Budé lettres grecques]","1510","1510-01-13","0","1510","1510-01-13","1","0","0","milano_IT_gid_3173435","0","0","paris_FR_gid_2988507","1","0","greek","familiar letter","letter_1_to_1"
"gbudé_lg_28","28 [Lavois/Galibois]","fa8b4f44-551f-4cc6-a4f7-d5fb957064ae","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","Ep 28 Lascaris à Budé. [entre le 1er novembre 1519 et le 21 février 1520] [Budé lettres grecques]","1519","1519-11-01","1","1520","1520-02-21","1","0","0","unknown_location_in_france_FR_gid_unknown","0","1","marly_la_ville_FR_gid_2995653","1","0","greek","familiar letter","letter_1_to_1"
"gbudé_lg_34","34 [Lavois/Galibois]","fa8b4f44-551f-4cc6-a4f7-d5fb957064ae","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","Ep 34 Lascaris à Budé. Venise, 2 août [1524] [Budé lettres grecques]","1524","1524-08-02","0","1524","1524-08-02","1","0","0","venice_IT_gid_3164603","0","0","unknown_location_in_france_FR_gid_unknown","1","0","greek","familiar letter","letter_1_to_1"
"gbudé_lg_36","36 [Lavois/Galibois]","fa8b4f44-551f-4cc6-a4f7-d5fb957064ae","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","Ep 36 Lascaris à Budé. [Début de l'été 1528] [Budé lettres grecques]","1528","1528-06-01","1","1528","1528-07-30","1","0","1","unknown_location_in_italy_IT_gid_unknown","0","1","unknown_location_in_france_FR_gid_unknown","1","0","greek","familiar letter","letter_1_to_1"
"era_cwe_2071","2071 [CWE] // 2071 [ALLEN]","abe3a7de-94f2-4ff0-9a0a-54cf05c651db","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2071 From Adolf Eichholz Heimbach, 23 October 1528 [CWE]","1528","1528-10-23","0","1528","1528-10-23","0","0","0","niederheimbach_DE_gid_2863341","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_866","866 [CWE] // 866 [ALLEN]","abe3a7de-94f2-4ff0-9a0a-54cf05c651db","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","866 From Adolf Eichholz Cologne, 6 October 1518 [CWE]","1518","1518-10-06","0","1518","1518-10-06","0","0","0","köln_DE_gid_2886242","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1121","1121 [CWE] // 1121 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1121 From Udalricus Zasius Freiburg, 13 July [1520] [CWE]","1520","1520-07-13","0","1520","1520-07-13","1","0","0","freiburg_DE_gid_2925177","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1266","1266 [CWE] // 1266 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1266 From Udalricus Zasius Freiburg, 20 March 1522 [CWE]","1522","1522-03-20","0","1522","1522-03-20","0","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2401","2401 [CWE] // 2401 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2401 From Udalricus Zasius Freiburg, 26 October 1530 [CWE]","1530","1530-10-26","0","1530","1530-10-26","0","0","0","freiburg_DE_gid_2925177","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2602","2602 [CWE] // 2602 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2602 From Udalricus Zasius Freiburg, 6 February 1532 [CWE]","1532","1532-02-06","0","1532","1532-02-06","0","0","0","freiburg_DE_gid_2925177","0","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2857","2857 [CWE] // 2857 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2857 From Udalricus Zasius [Freiburg], 11 August 1533 [CWE]","1533","1533-08-11","0","1533","1533-08-11","0","0","0","freiburg_DE_gid_2925177","1","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_2954","2954 [CWE] // 2954 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","2954 From Udalricus Zasius [Freiburg], 27 July 1534 [CWE]","1534","1534-07-27","0","1534","1534-07-27","0","0","0","freiburg_DE_gid_2925177","1","0","freiburg_DE_gid_2925177","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_303","303 [CWE] // 303 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","303 From Udalricus Zasius Freiburg im Breisgau, 7 September 1514 [CWE]","1514","1514-09-07","0","1514","1514-09-07","0","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_306","306 [CWE] // 306 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","306 From Udalricus Zasius Freiburg im Breisgau, 21 September 1514 [CWE]","1514","1514-09-21","0","1514","1514-09-21","0","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_310","310 [CWE] // 310 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","310 From Udalricus Zasius Freiburg im Breisgau, 11 October [1514] [CWE]","1514","1514-10-11","0","1514","1514-10-11","1","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_317","317 [CWE] // 317 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","317 From Udalricus Zasius Freiburg im Breisgau, 7 November 1514 [CWE]","1514","1514-11-07","0","1514","1514-11-07","0","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_319","319 [CWE] // 319 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","319 From Udalricus Zasius Freiburg im Breisgau, 22 December 1514 [CWE]","1514","1514-12-22","0","1514","1514-12-22","0","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_344","344 [CWE] // 344 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","344 From Udalricus Zasius Freiburg im Breisgau, 9 August 1515 [CWE]","1515","1515-08-09","0","1515","1515-08-09","0","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_357","357 [CWE] // 357 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","357 From Udalricus Zasius Freiburg im Breisgau, 21 September [1515] [CWE]","1515","1515-09-21","0","1515","1515-09-21","1","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_367","367 [CWE] // 367 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","367 From Udalricus Zasius Freiburg im Breisgau, 30 October 1515 [CWE]","1515","1515-10-30","0","1515","1515-10-30","0","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_376","376 [CWE] // 376 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","376 From Udalricus Zasius Freiburg im Breisgau, 16 December 1515 [CWE]","1515","1515-12-16","0","1515","1515-12-16","0","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_380","380 [CWE] // 380 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","380 From Udalricus Zasius [Freiburg im Breisgau], 26 December 1515 [CWE]","1515","1515-12-26","0","1515","1515-12-26","0","0","0","freiburg_DE_gid_2925177","1","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_390","390 [CWE] // 390 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","390 From Udalricus Zasius Freiburg im Breisgau, 20 February 1516 [CWE]","1516","1516-02-20","0","1516","1516-02-20","0","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_406","406 [CWE] // 406 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","406 From Udalricus Zasius Freiburg im Breisgau, 9 May 1516 [CWE]","1516","1516-05-09","0","1516","1516-05-09","0","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_857","857 [CWE] // 857 [ALLEN]","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","857 From Udalricus Zasius Freiburg, 13 August 1518 [CWE]","1518","1518-08-13","0","1518","1518-08-13","0","0","0","freiburg_DE_gid_2925177","0","0","basel_CH_gid_2661604","1","0","latin","familiar letter","letter_1_to_1"
"gbudé_gueudet_bibl_829","Geuudet App. Bibl. 829","a9779b0b-cb2b-4a48-84c4-940449ef5c3c","0","0","c0b89c75-45b8-4b04-bfd7-25bfe9ed040b","0","0","De Ulrich Zasius, Fribourg-en-Brisgau, 1er septembre 1519","1519","1519-09-01","0","1519","1519-09-01","0","0","0","freiburg_DE_gid_2925177","0","0","marly_la_ville_FR_gid_2995653","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1087","1087 [CWE] // 1087 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1087 From Thomas More [Greenwich? March-April 1520] [CWE]","1520","1520-03-01","1","1520","1520-04-30","1","0","0","greenwich_GB_gid_2647937","1","1","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1090","1090 [CWE] // 1090 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1090 From Thomas More [Greenwich? end of February-April 1520] [CWE]","1520","1520-02-20","1","1520","1520-04-30","1","0","0","greenwich_GB_gid_2647937","1","1","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1096","1096 [CWE] // 1096 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1096 From Thomas More [Greenwich? early May] 1520 [CWE]","1520","1520-05-01","1","1520","1520-05-10","1","0","0","greenwich_GB_gid_2647937","1","1","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
"era_cwe_1106","1106 [CWE] // 1106 [ALLEN]","763f4d64-dffb-40eb-bc45-2fde4992223e","0","0","17c580aa-3ba7-4851-8f26-9b3a0ebeadbf","0","0","1106 From Thomas More Canterbury, 26 May [ 1520] [CWE]","1520","1520-05-26","0","1520","1520-05-26","1","0","0","canterbury_GB_gid_2653877","0","0","leuven_BE_gid_2792482","1","0","latin","familiar letter","letter_1_to_1"
